"cleaned","label"
"nah everything who went to jail for weed should be compensated not them giving weed for taking the vaccine","-1"
"i thought you were all about community people like are taking appointments preventing my 75 year old father undergoing cancer treatment from getting a vaccine appointment you're better then this","1"
"the vaccine rollout is the number 1 priority i say this everyday on twitter but i can't afford to fly and quarantine it will cost me and my fam 25k for a holiday home to see my parents we are voting and tax paying australians in ny and my kids need their family time","1"
"this only the rich countries should have a lifesaving vaccine to protect profits take is a morally reprehensible sword to fall on","1"
"the second dose of vaccine has me all the way fucked up i feel like i got run over by a car with chills","1"
"my dick hurts that's not supposed to happen i had covid last year the vax is worse","1"
"today the saratoga backstretch was given the opportunity to get the covid vaccinethank you caringwellnesspharm for coming to the track to offer the vaccine and thanks to everyone who listened educated and allowed the backstretch to advocate for their health","1"
"at what point will people spreading disinformation about the covid19 vaccine be charged for involuntary manslaughter words spoken out loud by a resident physician words that many healthcare workers have been thinking for some time but not verbalized","1"
"notify nyc vaccine appointments","0"
"why don't you be honest and tell everyone that you've been vaccinated is your goal to kill another halfmillion by badmouthing what you know is safe effective vaccine in order to try to bring down what a sick monstrous white supremacist fk you are","1"
"yo the fact that there are people who should not and cannot get the vaccine is the reason why people who can get it should get it it's partially to protect the folks who don't have the privilege to have a body that can safely receive the vaccine","-1"
"alabama politicians no vaccine mandates no mask mandates no contact tracing can now add no icu beds winning s","1"
"i appreciate that we have a vaccine but can we please stop literally showing the actual needle going in to people's actual arms on tv","1"
"chemung county to be offering the oneshot jandj vaccines at the upcoming eastside market june 29 and wisner market july 1 and 8 free no insurance or appointment needed pfizer 2shot vax also being offered at the wisner market clinics","1"
"it's all about the almighty dollar and not at all about the people of texas i understand that there isn't even enough vaccine for all those who desperately need it and this joke of a guv just 100 opened tx up i mean wtf is wrong with people and simply doing what needs to be done","1"
"i am now immortal just got my second shot vaccine gettheneedle bronx bathgate ave bronx","1"
"new york covid19 vaccinations are being distributed continuously to different age groups and communities the onedose johnson johnson vaccine is available for the homeless community getvaccinated covid19","1"
"so i went to go try getting a walk in vaccine but it was gonna take hours just to find out if they had enough extra so i dipped but literally thousand people on line so that made me happy","1"
